Source,Geography,Race,SES Vulnerability,Cause,Deaths
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Stomach Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Stroke,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Suffocation,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Testicular Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Throat Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Uterine Cancer,0.0
OASIS,Fulton,Unknown Race,Average,Accidental Shooting,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Kidney Cancer,0.0
OASIS,Fulton,Unknown Race,Average,All Other Unintentional Injury,0.0
OASIS,Fulton,Unknown Race,Average,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,Fulton,Unknown Race,Average,All other Chronic Lower Respiratory Diseases,0.0
OASIS,Fulton,Unknown Race,Average,All other Diseases of the Genitourinary System,0.0
OASIS,Fulton,Unknown Race,Average,All other Diseases of the Nervous System,0.0
OASIS,Fulton,Unknown Race,Average,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,Fulton,Unknown Race,Average,All other Mental and Behavioral Disorders,0.0
OASIS,Fulton,Unknown Race,Average,All other Other Diseases of Circulatory System,0.0
OASIS,Fulton,Unknown Race,Average,Alzheimer's Disease,0.0
OASIS,Fulton,Unknown Race,Average,Aortic Aneurysm and Dissection,0.0
OASIS,Fulton,Unknown Race,Average,Alcoholic Liver Disease,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Kidney Diseases,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Kidney Infections,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Lack of Oxygen to the Fetus,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Legal Intervention,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Leukemia,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Liver Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Lung Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Motor Vehicle Crashes (MVC),0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Rheumatic Fever and Heart Diseases,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Oral Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Ovarian Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Pancreatic Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Parkinson's Disease,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Pneumonia,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Poisoning,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Prematurity,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Prostate Cancer,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Respiratory Distress Syndrome,0.0
OASIS,Fulton,Native Hawaiian or Other Pacific Islander,Very Low,Neural Tube Defects,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Leukemia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Liver Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Lung Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Motor Vehicle Crashes (MVC),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Neural Tube Defects,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Oral Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Ovarian Cancer,0.0
OASIS,Fulton,Asian,Average,Birth-Related Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Parkinson's Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Pneumonia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Poisoning,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Prematurity,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Prostate Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Respiratory Distress Syndrome,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Sickle Cell Anemia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Skin Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Pancreatic Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Breast Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Bronchitis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Cervical Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Colon Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Diabetes,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Disorders Related to Drug Use,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Drowning,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Emphysema,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Falls,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Legal Intervention,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Flu,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Hardening of the Arteries,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Hypertensive Heart Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Kidney Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Kidney Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Kidney Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Fire and Smoke Exposure,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Breast Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Bronchitis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Cervical Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Colon Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Diabetes,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Disorders Related to Drug Use,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Drowning,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Emphysema,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Falls,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Stomach Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Flu,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Hardening of the Arteries,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Hypertensive Heart Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Kidney Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Kidney Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Kidney Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Fire and Smoke Exposure,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Stroke,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Suffocation,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Testicular Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Throat Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Uterine Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Accidental Shooting,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Alcoholic Liver Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All Other Unintentional Injury,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Brain Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Diseases of the Nervous System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Alzheimer's Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Asthma,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Birth-Related Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Bladder Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Breast Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Bronchitis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Cervical Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Colon Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Diabetes,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Disorders Related to Drug Use,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Drowning,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Emphysema,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Falls,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Brain Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Flu,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Hardening of the Arteries,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Hypertensive Heart Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Kidney Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Kidney Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Kidney Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Fire and Smoke Exposure,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Average,Suffocation,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Average,Testicular Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Average,Throat Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Average,Uterine Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Accidental Shooting,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Alcoholic Liver Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All Other Unintentional Injury,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Brain Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Diseases of the Nervous System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Alzheimer's Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Assault (Homicide),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Asthma,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Birth-Related Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Bladder Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Suffocation,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Testicular Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Throat Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Uterine Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Accidental Shooting,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Alcoholic Liver Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All Other Unintentional Injury,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Legal Intervention,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Diseases of the Nervous System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Mental and Behavioral Disorders,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Other Diseases of Circulatory System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Alzheimer's Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Aortic Aneurysm and Dissection,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Assault (Homicide),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Asthma,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Birth-Related Infections,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,Bladder Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Low,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Leukemia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Liver Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Lung Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Lymph Cancer (Hodgkin's Disease),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Motor Vehicle Crashes (MVC),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Neural Tube Defects,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Obstructive Heart Disease (incl. Heart Attack),0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Oral Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Ovarian Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Stroke,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Parkinson's Disease,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Pneumonia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Poisoning,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Prematurity,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Prostate Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Respiratory Distress Syndrome,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Rheumatic Fever and Heart Diseases,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Sickle Cell Anemia,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Skin Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Stomach Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,High,Pancreatic Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,Bronchitis,0.0
OASIS,DeKalb,Unknown Race,Average,Cervical Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,Colon Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,Diabetes,0.0
OASIS,DeKalb,Unknown Race,Average,Disorders Related to Drug Use,0.0
OASIS,DeKalb,Unknown Race,Average,Drowning,0.0
OASIS,DeKalb,Unknown Race,Average,Emphysema,0.0
OASIS,DeKalb,Unknown Race,Average,Falls,0.0
OASIS,DeKalb,Unknown Race,Average,Fire and Smoke Exposure,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very High,Legal Intervention,0.0
OASIS,DeKalb,Unknown Race,Average,Hardening of the Arteries,0.0
OASIS,DeKalb,Unknown Race,Average,High Blood Pressure (Hypertension),0.0
OASIS,DeKalb,Unknown Race,Average,Hypertensive Heart Disease,0.0
OASIS,DeKalb,Unknown Race,Average,Hypertensive Heart and Chronic Kidney Disease,0.0
OASIS,DeKalb,Unknown Race,Average,Intentional Self-Harm (Suicide),0.0
OASIS,DeKalb,Unknown Race,Average,Kidney Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,Kidney Diseases,0.0
OASIS,DeKalb,Unknown Race,Average,Kidney Infections,0.0
OASIS,DeKalb,Unknown Race,Average,Lack of Oxygen to the Fetus,0.0
OASIS,DeKalb,Unknown Race,Average,Legal Intervention,0.0
OASIS,DeKalb,Unknown Race,Average,Flu,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very Low,Testicular Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very Low,Throat Cancer,0.0
OASIS,DeKalb,Native Hawaiian or Other Pacific Islander,Very Low,Uterine Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,Accidental Shooting,0.0
OASIS,DeKalb,Unknown Race,Average,Alcoholic Liver Disease,0.0
OASIS,DeKalb,Unknown Race,Average,All Other Unintentional Injury,0.0
OASIS,DeKalb,Unknown Race,Average,All other Chronic Liver Disease and Cirrhosis,0.0
OASIS,DeKalb,Unknown Race,Average,All other Chronic Lower Respiratory Diseases,0.0
OASIS,DeKalb,Unknown Race,Average,All other Diseases of the Genitourinary System,0.0
OASIS,DeKalb,Unknown Race,Average,Breast Cancer,0.0
OASIS,DeKalb,Unknown Race,Average,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
OASIS,DeKalb,Unknown Race,Average,All other Mental and Behavioral Disorders,0.0
